wav_name	transcription	translation
5_0244.wav	هیچ مەوعزی نەکەی و بە گرتنمان دانێ و هەموو نان بڵێ و	He gave us nothing to eat and gave us all bread to eat.
5_0245.wav	بەڵێ مەبەستە	Yes, it does.
5_0246.wav	قبووڵمانە	We accept it.
5_0247.wav	جا دەڵێ نەکوێ بۆت بێنی نەکوێ	"He said, ""Don't tell anyone. Don't come to me""."
5_0248.wav	مەلاش دڵە بە خودای هەموو ڕۆژاوا بۆم ناگوزەرییە	Malasha, the God of all the West, I am unconcerned with.
5_0249.wav	بە هەستم لەگەڵیان بڕۆم بیاندەمە مەملەکەتی خۆم	I feel like going with them to my country.
5_0250.wav	بە کۆڵێ ئە و زێڕ و خەزێنەی کە دزیونە دە ماڵە پارچەی پێیان دەبەم و مەڵکەتی خۆمان	I'll give them the money and the gold and the treasure that they stole from ten houses and our property.
5_0251.wav	لە جێیەکی دەکوڵکەی دەخەم و	I'm going to eat it somewhere.
5_0252.wav	ئا ئاوایە سەڵتە زینان پشیێ ماڵە بە جێ دێڵم دەبم بە مەلا جێن دەچمەوە وڵاتەکەی خۆم با لەوێ هەر نیوە مەلا کلۆ بێ	I'm going to leave the house and go to my own country, where I'll be half Malla Claw.
5_0253.wav	دەست بە ژەهر خواردن و خەزێنە خواردنی کەم و بە کە ئەوی خۆم دەیگوزەرێنم	I'm going to start eating poison and keep my food stores low, and I'll take care of it myself.
5_0254.wav	وەڵا کاکە زێڕەی هەموو بە کۆڵێ بە تزان دێ دەکێشێتە بۆمبم دەکەی وولی بۆ دەخولکەی دەخەن	They're going to throw bombs at me, and they're gonna throw them into the sea.
5_0255.wav	خزمەتێکیشی بەشی وا دەدا و ئەوی کرد دوو بەشی بە خۆی هەڵدەگرێ وەلام بەخێرهاتن و بە سڵامەت	"He'd give a servant a piece of it, and he'd take two pieces of it with him and say, ""Welcome""."
5_0256.wav	مەلا دەستە و وڵات خۆی زیڕەکە و هیچ مانایەکی دەکەوێ و شوێ ماڵ و حاڵ ئاوات چۆن دەکا هەڵدەستێ لێردا دەڕوا ئاگە وەختێ چی مەسەلە	Mala hand and the country itself is empty and doesn't want any meaning and place home and condition desire how could it get up and walk around and what's the matter
5_0257.wav	وانێک لە بێ مەئمووری ماڵە پاشای دێنێ و شەیوە تەواو بووە	A lesson in the House of No Man's Land is finished.
5_0258.wav	کوڕە با بە خوڵ و خودای وەحاسمان هەڵێ چێشناوە غەوانیەک بوو مەدای کە تووشتبوو ڕۆی وا ماڵ هێناوە سەد غەوانیەک بە جێ هێشتوە	Boy, let's make a mistake. It was a goat that was smoking and brought home a hundred goats and left them behind.
5_0259.wav	دەستی لە هیچ شوێن نەدراوە	His hands were nowhere to be found.
5_0260.wav	ئە و بابە پیاوی خوڵایی بوو	He was a gentle man.
5_0261.wav	ئەمن بەخێر و تۆ ئەتۆ بە سەلام	I'm happy and you're safe.
5_0262.wav	ئەی چی بکەین چی نەکەی ؟	What are we going to do?
5_0263.wav	جەڵا هەڵدەستن	They're raising a stake.
5_0264.wav	دەستە جەماعەت ڕۆی نەشت لە ماڵە بەلای	Your hand didn't leave the house.
5_0265.wav	پشتڕاست دەکەیتەوە	You confirm it.
5_0266.wav	دییە بیخە چل نەفرە ماڵە مەلای سەلام عەلیکم سەلام	This is forty times the number of the house Malaya Salaam Aliykum Salaam
5_0267.wav	دەڵێم مامۆستا ئەم ئەکربانە تۆ نەکەی	I'm telling you, teacher, you can't do this.
5_0268.wav	ئیستا ژ مە هەم دزی	Now they're stealing from us.
5_0269.wav	خەزێنەی پادشامان تاڵان کردووە	He has plundered the king's treasury.
5_0270.wav	کەواتە ئێمەش	So are we.
5_0271.wav	تونی سە کلانە	It's called Tony Sa Klan.
5_0272.wav	من لێ گرتووم زانیم باسمان کرد	I grabbed him and I knew we were talking.
5_0273.wav	کە دەڵێی لە چل و نۆ	You say it's forty-nine.
5_0274.wav	وەیک	Whoa, whoa.
5_0275.wav	دەسەلانەوە دوو دوو نەفرەت	Two, two, two curses.
5_0276.wav	لە سڵان ئەوە سێ سێ نەفەرە	In Sloan, that's three-three people.
5_0277.wav	چل و نەوع چوار چوار نەفەر هات	Forty-nine-four came.
5_0278.wav	شەوی تا شەوی حەوتەی شەوی گەورەکە و لە چلانەوە گەورەکە	The night to the night seven, the great night, and the great excitement.
5_0279.wav	یەک بڵێی مامۆستا	Say one thing, teacher.
5_0280.wav	گەورەکان ئێستاش مامۆستا ئەو خەزێنەی دزی و	The grown-ups are now the teachers who steal the treasury.
5_0281.wav	نەماوە .	It is gone.
5_0282.wav	تاڵمان هەیە زیندەژیمان نییە	We have talismans, we have no biology.
5_0283.wav	پارەسین مەند	Don't worry about it.
5_0284.wav	خەرجنخاریج	Expenditure
5_0285.wav	یەکمان دەوێ ئێستاش بابە هەموو شتێک یەکمان دەگەڵ کە	We want each other. Now let's put everything we have together.
5_0286.wav	ئەمە نیوەی لەو زێڕەی مامۆستا دەداتێ	That's half the teacher's salary.
5_0287.wav	دەین بە تۆ	We'll give it to you.
5_0288.wav	تۆ ئەتۆ سەرفی نەزەرمان لێ	You're ignoring us too much.
5_0289.wav	کە وەڕە دڵە خوا وەلێ تا خۆش نا	God's heart is full of love.
5_0290.wav	ئەبم دەڵێ دی	I'm going to say D.
5_0291.wav	وەڵا دەڵێ دوو بەشی من و بەشی شیمگۆ	"He says, ""Two parts of me and one part of Shimgo""."
5_0292.wav	دەیڵێم چی برا لە دڵە	I'll tell you what's in my heart
5_0293.wav	چی ئەگەر مامۆستای دڵ ئەچی	What if it's the teacher's heart?
5_0294.wav	خۆبەخودا لە حاڵێک بمانگرن	They're going to automatically take us out of the situation.
5_0295.wav	چاکە لە سێ بەشدا دوو بەشی مەدایی	Okay, three parts, two parts corn.
5_0296.wav	هێشتا بەشێوی گیرا	It was still divided.
5_0297.wav	هەر کەویە شتێک ماوەگی هەر کەویە	Every spoon has something left in it.
5_0298.wav	مەگەر هەر ئاوە هیچمان دەدا	If only they hadn't given us any water.
5_0299.wav	ئەگەڕێیتەوە .	I'll follow you.
5_0300.wav	ژینەکەی.	It's his life.
5_0301.wav	گرتنمان دا نێی هەموو ئەمان بڵێ و	We were arrested and told not to say anything.
5_0302.wav	بەڵێ مامۆستا قبووڵمانە	Yes, the teacher accepts us.
5_0303.wav	جا دەڵێ لە کوێ بۆت بێینە کوێ	"So he says, ""Where are we going to take you?"""
5_0304.wav	مەلاش دەڵێم بە خودای هەموو ڕۆژاوە بۆم ناگوزەرێ	And I will say unto the Lord, I will not be troubled all the day.
5_0305.wav	بەحس دەدا	It felt good.
5_0306.wav	لەگەڵیان بڕۆم بێین بە مەملەکەتی خۆم	I'm going with them to my country.
5_0307.wav	بەکۆڵێ ئەو زێڕ و خەزێنەی کە دزیوە	Take back the gold and treasure he stole.
5_0308.wav	لە ماڵە پادشای پێیان دەبەم و مەملەکەتی خۆمان	I'll take them home to our king and our kingdom.
5_0309.wav	لە دیگایەکی دە کوڵ	In a ten-mile view
5_0310.wav	کە دەیخەم ئاوایە	That's what I'm going to do.
5_0311.wav	تەڵەزینام بشێ ماڵە بەس جێ دێڵم دەبم بەلاژین دەچمە وڵات	Take me home, I'll just leave. I'm going to the country.
5_0312.wav	کێی خۆم با لەوێ هەر نیوە مەلا کلۆ بییە	I'll be halfway there.
5_0313.wav	دەست بە زێرخواردن و خەزێنەخۆر	Begin feeding and storing food
5_0314.wav	پاردەی کەم و بە کە ئەوی خۆم دەیگوزەرێنم	I don't have a lot of money, and I'm going to take care of it myself.
5_0315.wav	وەڵا کاکە زێڕەی هەموو کۆڵێ بە دزانێ دەکێشێ	Well, that's the kind of thing that makes a lot of money.
5_0316.wav	بۆ مەملەکەتەی بولێ بۆ دەخوڵقێی دەخەن	They're going to kick it for your mother-in-law.
5_0317.wav	خزمەتێکیشی بەشی وا	It's a service like that.
5_0318.wav	دەیدا ئەوی کرد دوو بەشی بە خۆی هەڵدەگرێ و	And he was going to make it two pieces by itself.
5_0319.wav	وەلام بەخێرهاتن و سڵاو	And welcome and greetings.
5_0320.wav	مەلا زانا	Mala is a scientist
5_0321.wav	تا وڵات خۆی زێرەکە هیڵمە دای دەکەوێ	As long as the country itself hopes for the gold.
5_0322.wav	ماڵ و حاڵ ئاوا چۆن دەکا هەڵدەوەستێ	How could he get up like that?
5_0323.wav	دادەڕوا ئاگە وەختی چی مەسەلە وانێک بێ مەئمووری	Judge, what is the matter with you that you do not know?
5_0324.wav	ماڵ پاشای دیوە تەواو بووە	The House of the Devil King is complete.
5_0325.wav	کوڕە بابە بە خوا حاسمان بڵێی چێشتە و غەوانیەک بوو بە دایکت تووش	Son, I swear to God, your mother had a stroke.
5_0326.wav	ئەگەڕێ	He follows.
5_0327.wav	ڕۆی وا ماڵ هێناوە سڵت وانێک بە جێ هێشتووە	Roy brought it home. He left a note.
5_0328.wav	دەستیلە لە هیچ شوێ نییە	The handcuffs are nowhere to be found.
5_0329.wav	ئە و با بۆ پیاوی خوڵای	Here's to the man of the hour.
5_0330.wav	ئەمن بە خێر و ئەتۆ بە سەلام	I'm fine, and you're fine.
