wav_name	transcription	translation
10_0231.wav	بۆم بخنکێن	Give it to me.
10_0232.wav	برا نەزاتی داوە و مەلحانەکانیش ئە و کارەی خراپە کە	The one who hates his brother and the one who drinks his wine is also a sinner.
10_0233.wav	ئەو خیانەتەی کردوە لە ماڵان	She cheated at home.
10_0234.wav	چای خواردووە تەماعی لە تۆ کرد	She's had tea, she's been staring at you.
10_0235.wav	دووهەم ئەتۆ	The second you.
10_0236.wav	دەیەوێ ببەخشی لیباسەکانی	She wants to give you her clothes.
10_0237.wav	بدەوە خوڵاسە لێی ببوورێ	Ask him to forgive you.
10_0238.wav	لە کوتی وەلا ژنە لیباسەکانی بۆ هاویشت مەپژدە	Don't wear women's clothes for summer in your cottage.
10_0239.wav	کەری کوتی سەگ بە بە کوێدا	Where's the doggy coat?
10_0240.wav	هاتووی کوڕەتم بابە هەر لیباسە	My son's coming. Get him dressed.
10_0241.wav	کام دەنا و تیلیباسم دەبرد و بەو شێوەی بارە ڕژیم لێنە	I used to wear a t-shirt and a T-shirt, and I lived like that.
10_0242.wav	دا و گوتی کەرم دەنگ دان	"And she said, ""I'm going to vote""."
10_0243.wav	فاتمە خوارێ جا کابرا باسی ژنی چاک و خراپیان دەکرد	Fatima and Kabra were talking about good and bad women.
10_0244.wav	کوتی ژنی باوەش هەیە و ژنی ئاواش	There's a mother-in-law and a wife-to-be.
10_0245.wav	ئاوەشەیە ئەوە ئەوە	So that's it.
